" ""topic"" "," ""lectureID"" "," ""resource"" ",,
" ""http://dbpedia.org/resource/The_Winning_Goal"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/Transformer"" "," ""12"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides12.pdf"" ",,
" ""http://dbpedia.org/resource/AI_winter"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Abox"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Amazon.com"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Apple_Inc."" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Application_programming_interface"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Artificial_intelligence"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Berlin"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Concordia_University"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Cyc"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/DBpedia"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Data_integration"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Description_logic"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Diffbot"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/FOAF_(ontology)"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
" ""http://dbpedia.org/resource/Facebook"" "," ""2"" "," ""http://localhost:3030/University/COMP6741/Lectures/slides02.pdf"" ",,
